issue,date,r1,r2,r3,r4,r5,b1,b2,sales,pool
18095,2018-08-15,7,14,18,29,35,5,12,201899050,6304083968
18096,2018-08-18,13,14,20,28,34,6,10,224999849,6319451570
18097,2018-08-20,10,12,14,18,23,1,4,205831161,6344726748
18098,2018-08-22,2,15,18,25,27,5,7,203730773,6340719923
18099,2018-08-25,12,13,16,20,21,1,7,222690897,6343983973
18100,2018-08-27,6,20,21,26,30,6,9,200023810,6342598373
18101,2018-08-29,3,14,15,23,29,4,5,198499936,6308725026
18102,2018-09-01,6,7,13,22,24,10,12,224197222,6342068179
18103,2018-09-03,14,24,26,28,35,2,3,202609595,6391571458
18104,2018-09-05,1,13,14,26,28,7,11,203640357,6430739174
18105,2018-09-08,1,16,19,20,31,2,7,219284141,6452487726
18106,2018-09-10,4,14,17,24,31,1,4,204182024,6472172226
18107,2018-09-12,7,8,9,10,22,3,4,207148979,6469261221
18108,2018-09-15,9,10,24,31,32,7,12,214909384,6512454344
18109,2018-09-17,10,16,23,25,34,2,5,193599346,6515974853
18110,2018-09-19,6,19,21,27,28,3,11,199222858,6499010024
18111,2018-09-22,3,16,27,28,32,4,5,215472949,6520081923
18112,2018-09-24,3,7,8,9,29,9,10,193514083,6521875291
18113,2018-09-26,8,12,27,31,33,4,8,204939053,6557535636
18114,2018-09-29,12,18,26,28,29,5,6,224148934,6552450316
18115,2018-10-01,2,6,13,18,25,1,2,188986085,6535370887
18116,2018-10-03,1,14,17,21,33,7,10,182177791,6524536540
18117,2018-10-06,7,11,13,22,29,3,8,217651581,6498990134
18118,2018-10-08,4,5,14,21,34,6,9,211508812,6485845808
18119,2018-10-10,6,9,11,16,35,2,5,212932980,6481977558
18120,2018-10-13,21,22,25,27,30,8,9,234821953,6502829135
18121,2018-10-15,6,7,21,29,30,1,10,207915429,6520734499
18122,2018-10-17,8,9,21,30,31,5,12,214571833,6530054426
18123,2018-10-20,6,9,29,32,35,2,4,234208723,6522610651
18124,2018-10-22,8,10,12,19,20,10,11,216443708,6524154322
18125,2018-10-24,7,16,20,21,34,4,6,219795983,6522197027
18126,2018-10-27,11,13,15,21,27,5,6,237550025,6554917405
18127,2018-10-29,1,3,4,11,29,8,12,217690667,6564347966
18128,2018-10-31,11,12,14,16,26,8,9,220324605,6594664860
18129,2018-11-03,4,7,21,22,29,3,6,235940348,6576364115
18130,2018-11-05,3,4,16,18,25,1,11,217325653,6590885413
18131,2018-11-07,12,14,21,32,33,2,11,216536327,6635339455
18132,2018-11-10,3,16,22,23,27,1,4,239163144,6678376013
18133,2018-11-12,8,12,14,15,19,1,10,217396050,6657631974
18134,2018-11-14,4,5,19,31,35,2,12,216189491,6685696823
18135,2018-11-17,14,19,23,27,34,6,12,234501139,6728041749
18136,2018-11-19,3,11,12,19,21,5,11,211832625,6745147509
18137,2018-11-21,7,10,22,23,33,8,11,213366740,6774793860
18138,2018-11-24,1,23,24,28,33,4,5,235550538,6820616434
18139,2018-11-26,5,11,16,28,35,6,9,211260296,6818142501
18140,2018-11-28,1,6,8,12,15,3,4,214669161,6827035600
18141,2018-12-01,3,7,23,26,33,4,9,229878514,6821675414
18142,2018-12-03,19,24,28,29,34,10,11,209733653,6821793738
18143,2018-12-05,4,7,20,22,33,1,2,209812542,6875246343
18144,2018-12-08,6,17,18,24,31,7,11,218318880,6852100778
18145,2018-12-10,9,18,29,31,33,6,11,203937312,6863931453
18146,2018-12-12,3,8,9,13,33,1,2,205362986,6915052805
18147,2018-12-15,1,11,26,33,35,2,10,223971838,6972210324
18148,2018-12-17,2,6,24,33,34,2,3,208136096,6967866677
18149,2018-12-19,1,7,10,11,20,3,6,207515954,6956714763
18150,2018-12-22,5,12,13,31,34,10,12,225791549,7002968220
18151,2018-12-24,4,8,18,29,30,3,7,207291663,7018219322
18152,2018-12-26,2,4,5,12,28,8,11,205613392,7064136608
18153,2018-12-29,3,6,7,8,21,1,8,226088197,7088689110
18154,2018-12-31,14,22,23,26,30,3,5,211659213,7118917925
19001,2019-01-02,6,18,23,26,28,3,12,210010629,7142421311
19002,2019-01-05,2,7,14,22,31,1,7,225241300,7151049695
19003,2019-01-07,4,8,18,20,32,10,12,207380158,7201268804
19004,2019-01-09,15,16,17,31,32,3,9,204580697,7161063055
19005,2019-01-12,21,26,27,29,34,5,6,226883398,7179285216
19006,2019-01-14,14,17,19,25,30,4,8,211569980,7179104849
19007,2019-01-16,3,12,16,29,32,1,5,212856147,7231975347
19008,2019-01-19,3,8,17,20,24,6,11,235369276,7175235779
19009,2019-01-21,3,9,15,18,26,6,12,208724945,7221191570
19010,2019-01-23,3,7,24,25,27,2,12,213767581,7255514505
19011,2019-01-26,4,12,13,16,17,4,9,229215164,7282068516
19012,2019-01-28,5,9,17,18,19,7,10,208049284,7270412609
19013,2019-01-30,8,10,15,17,18,1,8,209355520,7261573924
19014,2019-02-02,12,14,20,28,31,9,11,252453111,7281902287
19015,2019-02-11,2,5,10,13,30,4,6,200905382,7318529721
19016,2019-02-13,3,5,13,16,28,2,6,199463845,7335987177
19017,2019-02-16,1,5,7,22,25,3,4,224354188,7345788306
19018,2019-02-18,3,18,19,26,34,6,12,206286685,7368392285
19019,2019-02-20,4,11,19,25,32,1,2,240747642,7344326745
19020,2019-02-23,1,8,16,27,34,3,12,262801443,7305795077
19021,2019-02-25,7,13,17,24,33,1,10,246282617,7281471244
19022,2019-02-27,1,4,14,15,21,1,5,250698873,7260411038
19023,2019-03-02,1,3,14,26,30,6,11,271045330,7266412331
19024,2019-03-04,11,17,19,29,33,8,9,253993953,7212374715
19025,2019-03-06,6,13,16,19,29,3,7,254293562,7214723367
19026,2019-03-09,10,12,15,17,19,2,3,276287254,7119844630
19027,2019-03-11,16,18,24,25,27,2,7,258310439,7126442764
19028,2019-03-13,6,22,28,29,33,2,7,265043546,7126442764
19029,2019-03-16,1,4,18,24,28,2,3,286607872,7130547449
19030,2019-03-18,7,9,13,14,33,2,4,259512014,7130547449
19031,2019-03-20,3,8,21,26,33,4,5,258941467,7087941067
19032,2019-03-23,1,4,7,11,30,7,8,281069928,7075490420
19033,2019-03-25,1,2,4,16,24,7,9,259583444,7046359233
19034,2019-03-27,8,12,15,27,30,1,2,263239739,7043311561
19035,2019-03-30,1,3,5,7,18,8,9,278976389,6990724180
19036,2019-04-01,3,9,21,28,30,1,12,264051280,6962303972
19037,2019-04-03,6,16,26,33,35,4,8,259744189,6957878947
19038,2019-04-06,5,11,16,18,27,7,12,273576520,6935534547
19039,2019-04-08,1,12,18,26,35,6,12,258620074,6835874898
19040,2019-04-10,1,3,31,32,34,1,3,256461644,6679434767
19041,2019-04-13,12,19,20,22,28,2,6,278194830,6358353641
19042,2019-04-15,4,10,13,28,33,11,12,266281814,6274619165
19043,2019-04-17,2,6,7,12,15,6,12,265838829,6017894923
19044,2019-04-20,3,6,10,12,31,1,2,297670249,6008098541
19045,2019-04-22,1,4,16,19,33,3,12,266773843,5552688626
19046,2019-04-24,2,8,14,15,35,10,12,279781730,5516686407
19047,2019-04-27,3,4,10,16,32,4,9,301841890,5438181603
19048,2019-04-29,6,10,16,29,33,5,11,277776696,5385687606
19049,2019-05-01,10,16,22,26,27,7,11,258571922,5347345506
19050,2019-05-04,4,15,16,20,35,3,12,285832883,5336065897
19051,2019-05-06,11,15,16,20,29,4,8,271425230,5344151471
19052,2019-05-08,4,10,15,20,24,7,11,276499358,5313363213
19053,2019-05-11,1,11,19,26,35,11,12,302681393,5323214069
19054,2019-05-13,2,18,23,27,30,5,10,276149811,4984758180
19055,2019-05-15,2,4,6,19,22,2,6,283602540,4963149792
19056,2019-05-18,1,7,10,12,23,6,8,305996270,4915397955
19057,2019-05-20,8,14,16,34,35,6,12,276199961,4894582543
19058,2019-05-22,3,10,13,14,32,7,11,275571204,4845045372
19059,2019-05-25,7,8,15,27,32,8,12,301599968,4833102719
19060,2019-05-27,1,11,12,18,21,8,10,269705099,4833102719
19061,2019-05-29,1,2,13,14,26,5,11,272417820,4808403292
19062,2019-06-01,5,16,23,25,28,1,12,292876443,4764031989
19063,2019-06-03,5,8,15,18,21,4,8,269890522,4705583932
19064,2019-06-05,7,8,13,19,29,11,12,277172405,4705583932
19065,2019-06-08,3,8,10,23,27,2,12,295446062,4677385385
19066,2019-06-10,4,10,11,18,31,5,8,272861483,4639229846
19067,2019-06-12,3,8,11,15,16,2,10,281702303,4596914428
19068,2019-06-15,4,5,8,17,27,6,11,302523734,4527560332
19069,2019-06-17,8,22,23,33,34,4,6,277867343,4409347604
19070,2019-06-19,2,13,15,22,34,2,12,271071777,4419628452
19071,2019-06-22,7,13,14,15,22,7,11,295494008,4386203654
19072,2019-06-24,2,4,6,9,18,7,10,269398842,4390457899
19073,2019-06-26,4,11,19,20,24,8,11,271821466,4382364770
19074,2019-06-29,8,9,13,14,34,5,7,301323048,4372011525
19075,2019-07-01,5,6,7,11,16,2,11,264828767,4329058171
19076,2019-07-03,1,6,11,23,29,1,11,266685847,4297766552
19077,2019-07-06,1,15,17,21,33,7,10,293644337,4306208094
19078,2019-07-08,5,10,21,26,30,1,7,272470927,4306208094
19079,2019-07-10,10,13,16,28,35,4,5,271256673,4282392621
19080,2019-07-13,5,13,18,19,24,2,7,296452290,4212738028
19081,2019-07-15,6,24,26,30,33,2,7,272912117,4186160786
19082,2019-07-17,6,18,20,21,31,3,4,271428141,4117332393
19083,2019-07-20,17,24,26,28,32,7,9,292813014,4096211433
19084,2019-07-22,12,23,25,34,35,1,7,267484415,4085660246
19085,2019-07-24,4,5,6,15,26,8,11,266144001,4061417389
19086,2019-07-27,5,15,16,28,31,2,7,288257269,3904840978
19087,2019-07-29,5,6,18,19,27,7,12,265658108,3816395392
19088,2019-07-31,1,5,18,27,33,6,8,270234407,3755102164
19089,2019-08-03,9,14,18,33,34,3,12,297660456,3719449576
19090,2019-08-05,13,19,28,30,33,2,12,267395452,3716328636
19091,2019-08-07,4,13,20,26,28,3,12,269521488,3724322763
19092,2019-08-10,2,11,15,27,30,2,5,282457933,3693574033
19093,2019-08-12,16,17,26,29,35,1,7,263591081,3598377683
19094,2019-08-14,1,12,14,26,27,7,9,268760225,3605111819
19095,2019-08-17,3,12,17,19,31,2,6,285599790,3519353885
19096,2019-08-19,2,12,22,23,27,2,6,264716811,3519455539
19097,2019-08-21,10,17,20,30,35,10,12,265934781,3499337221
19098,2019-08-24,13,15,17,19,22,3,4,283264604,3413905651
19099,2019-08-26,4,6,18,27,33,7,9,264966797,3199540848
19100,2019-08-28,5,8,12,19,21,6,11,285699001,3013571194
19101,2019-08-31,5,11,18,19,27,5,6,317232101,2965514601
19102,2019-09-02,5,10,15,19,31,3,6,294439142,2971122369
19103,2019-09-04,5,12,22,27,32,4,7,282169207,2866542333
19104,2019-09-07,2,7,19,22,28,3,5,307889648,2854646726
19105,2019-09-09,1,4,9,14,17,1,6,276792452,2849032904
19106,2019-09-11,5,8,10,32,35,2,10,277501958,2849290615
19107,2019-09-14,5,9,19,27,35,2,3,293549724,2814001476
19108,2019-09-16,24,27,28,31,34,4,8,284940682,2810944267
19109,2019-09-18,2,7,8,20,25,11,12,280419217,2807779067
19110,2019-09-21,1,19,23,24,30,4,5,304148169,2796874880
19111,2019-09-23,6,15,20,23,27,8,10,278838967,2773019555
19112,2019-09-25,3,10,16,21,33,5,6,280910162,2636508289
19113,2019-09-28,3,11,27,34,35,1,2,311100525,2630473138
19114,2019-09-30,3,5,7,20,23,4,11,293032964,2618860320
19115,2019-10-09,1,18,21,28,32,5,12,286493206,2576114778
19116,2019-10-12,2,10,16,21,23,2,12,297819968,2540591129
19117,2019-10-14,1,18,21,25,35,7,8,271077215,2510705016
19118,2019-10-16,2,3,13,19,26,2,3,272734633,2505219109
19119,2019-10-19,3,6,9,23,34,2,11,296906555,2450995411
19120,2019-10-21,6,15,17,22,25,1,9,275763665,2417531958
19121,2019-10-23,1,2,3,7,17,4,10,276665665,2389042428
19122,2019-10-26,5,19,25,31,33,10,11,289532078,2388431797
19123,2019-10-28,3,13,15,26,30,5,12,273397306,2325632751
19124,2019-10-30,7,17,26,27,30,6,12,275959410,2320815917
19125,2019-11-02,5,8,9,14,34,2,5,298679570,2290847003
19126,2019-11-04,5,9,16,18,30,4,7,276082640,2177652384
19127,2019-11-06,4,7,8,11,16,9,11,300600530,2135181961
19128,2019-11-09,20,21,25,34,35,3,12,322813843,2137001005
19129,2019-11-11,10,13,18,23,30,6,12,295027665,2091270342
19130,2019-11-13,1,13,20,21,26,4,10,303550489,2080589741
19131,2019-11-16,5,6,14,27,29,6,10,329976108,2069940753
19132,2019-11-18,3,5,6,13,18,10,12,302574925,2031322367
19133,2019-11-20,3,12,24,27,34,1,12,307662290,2012422203
19134,2019-11-23,5,6,7,14,17,10,11,315940098,1982686527
19135,2019-11-25,4,5,19,25,26,1,11,285312173,1952350514
19136,2019-11-27,3,16,20,26,29,3,9,286999222,1836618363
19137,2019-11-30,3,5,12,13,26,7,12,312773222,1811011407
19138,2019-12-02,4,6,7,20,29,2,4,292541823,1807797396
19139,2019-12-04,1,5,7,8,11,6,10,289227664,1732644632
19140,2019-12-07,3,7,8,25,27,3,5,316440627,1668432904
19141,2019-12-09,2,10,20,21,35,1,12,300500952,1655481326
19142,2019-12-11,3,4,26,29,33,6,7,299921169,1627275281
19143,2019-12-14,4,22,23,24,32,6,12,319892573,1598566973
19144,2019-12-16,2,5,20,28,31,2,11,293207584,1542864127
19145,2019-12-18,5,9,19,22,32,3,5,296865423,1484740052
19146,2019-12-21,10,11,26,33,34,1,6,314007833,1381880355
19147,2019-12-23,9,12,19,22,33,7,8,291104886,1365277988
19148,2019-12-25,3,4,7,11,30,8,9,289764338,1357789884
19149,2019-12-28,1,2,7,33,35,6,10,317712338,1422864762
19150,2019-12-30,7,11,12,16,33,5,7,296427458,1347226024
20001,2020-01-01,17,25,26,32,34,4,7,290178486,1387021575
20002,2020-01-04,3,7,18,25,30,2,7,314707905,1369911816
20003,2020-01-06,23,25,26,30,34,3,7,284089915,1441800542
20004,2020-01-08,17,20,21,29,30,5,9,279672368,1439766324
20005,2020-01-11,6,10,33,34,35,1,3,306743622,1430492846
20006,2020-01-13,9,22,25,31,32,8,12,274628114,1474266994
20007,2020-01-15,2,10,19,24,30,5,8,275894030,1413642399
20008,2020-01-18,14,17,19,24,32,1,6,312604530,1436007521
20009,2020-01-20,19,29,31,34,35,6,10,306054010,1426304213
20010,2020-03-14,1,8,13,24,32,2,9,193022506,1408398439
20011,2020-03-16,2,13,19,22,23,2,7,169402246,1392702843
20012,2020-03-18,1,6,18,32,34,1,3,180512101,1417484531
20013,2020-03-21,1,4,5,11,35,3,9,210216729,1382155015
20014,2020-03-23,3,7,9,17,21,3,6,203414775,1368119121
20015,2020-03-25,1,7,23,24,26,3,7,213742602,1389102104
20016,2020-03-28,4,8,19,31,35,1,2,235862341,1414113824
20017,2020-03-30,1,6,7,9,10,2,11,220830654,1394320154
20018,2020-04-01,9,14,16,24,26,4,12,230454828,1443693869
20019,2020-04-04,1,12,22,23,33,1,12,251571436,1445697714
20020,2020-04-06,8,10,12,26,32,5,9,229103689,1452932120
20021,2020-04-08,10,12,24,31,33,4,9,255667147,1418256965
20022,2020-04-11,4,14,20,28,35,2,3,279808308,1459915832
20023,2020-04-13,4,11,23,26,30,1,6,266526290,1448119562
20024,2020-04-15,3,5,6,24,30,3,7,274944706,1437049655
20025,2020-04-18,2,14,21,22,26,5,7,290980102,1442053199
20026,2020-04-20,3,15,26,32,34,8,12,267647668,1423923368
20027,2020-04-22,4,7,20,25,32,3,9,267026928,1403985232
20028,2020-04-25,4,5,28,34,35,1,8,297809663,1319654038
20029,2020-04-27,11,14,17,22,30,7,9,274347215,1333962954
20030,2020-04-29,1,8,17,27,30,5,6,336512111,1308815503
20031,2020-05-02,1,2,5,15,21,4,5,348801433,1285895989
20032,2020-05-04,2,3,9,16,32,3,4,315030186,1167303638
20033,2020-05-06,7,19,20,31,34,5,8,344128096,1148417852
20034,2020-05-09,11,13,20,27,31,2,4,363231403,1119481106
20035,2020-05-11,10,11,22,26,28,2,4,322907375,1181117013
20036,2020-05-13,1,5,11,12,26,2,7,329608250,1165797220
20037,2020-05-16,1,4,10,11,14,2,5,347550329,1119552352
20038,2020-05-18,4,15,20,22,24,1,9,321713613,1189804474
20039,2020-05-20,1,5,15,22,31,2,9,327734435,1252426577
20040,2020-05-23,2,17,20,28,29,1,7,350219331,1290293247
20041,2020-05-25,7,13,20,29,34,4,7,323641936,1240028370
20042,2020-05-27,3,4,5,11,22,5,6,329246559,712471085
20043,2020-05-30,12,13,17,31,32,1,6,361785294,775887380
20044,2020-06-01,1,3,22,28,30,2,5,326278357,793042322
20045,2020-06-03,2,9,16,23,27,3,8,331645185,397099392
20046,2020-06-06,15,24,27,30,34,4,12,356817551,450033830
20047,2020-06-08,4,18,27,28,30,3,10,329244489,459553012
20048,2020-06-10,3,9,10,15,16,7,9,326341634,464779671
20049,2020-06-13,3,11,15,22,30,8,10,346562943,466168612
20050,2020-06-15,3,14,16,22,34,2,6,319364735,519429958
20051,2020-06-17,2,7,9,19,33,1,7,316737986,546514270
20052,2020-06-20,9,11,26,28,35,6,7,346849702,617935817
20053,2020-06-22,2,15,18,21,27,3,6,321021775,660208306
20054,2020-06-24,11,14,15,19,20,3,7,316196813,652393350
20055,2020-06-27,3,4,12,18,34,10,12,323557054,733955513
20056,2020-06-29,3,11,25,29,34,3,6,293376714,788369268
20057,2020-07-01,17,20,21,22,31,2,8,290961693,819749459
20058,2020-07-04,1,15,19,26,27,5,10,311403757,801073309
20059,2020-07-06,1,15,22,28,32,3,11,288214989,845222708
20060,2020-07-08,12,14,25,34,35,3,12,293094526,840309834
20061,2020-07-11,7,8,12,21,26,1,6,311505452,823114481
20062,2020-07-13,1,5,14,23,31,2,7,281547455,811151382
20063,2020-07-15,11,18,20,21,33,6,7,285313485,828120324
20064,2020-07-18,5,10,23,34,35,1,11,306180017,864409231
20065,2020-07-20,13,15,26,32,33,5,7,275339410,905602072
20066,2020-07-22,6,14,21,34,35,3,10,275984921,918419473
20067,2020-07-25,1,8,14,16,28,4,10,298070364,969682196
20068,2020-07-27,15,20,23,26,33,2,8,275720877,963387967
20069,2020-07-29,5,7,26,30,31,7,10,276270699,984516774
20070,2020-08-01,1,22,30,31,32,4,12,294678230,1021716141
20071,2020-08-03,1,12,16,28,33,3,12,269034062,992189046
20072,2020-08-05,11,15,18,20,27,5,6,270501710,875748466
20073,2020-08-08,4,10,12,23,27,8,9,298601828,857463718
20074,2020-08-10,3,9,10,12,21,4,11,270785594,829434509
20075,2020-08-12,2,9,10,21,35,1,7,271697395,848526595
20076,2020-08-15,1,8,18,28,30,10,12,294292139,827752078
20077,2020-08-17,17,23,28,29,32,1,3,270568843,890203888
20078,2020-08-19,14,18,20,28,34,10,11,269949871,932733358
20079,2020-08-22,4,16,24,29,35,2,12,292614622,941997906
20080,2020-08-24,3,6,22,24,25,9,10,263844694,898072958
20081,2020-08-26,1,13,15,32,35,8,10,266594465,941509338
20082,2020-08-29,2,11,12,21,34,4,8,291838192,913232816
20083,2020-08-31,1,2,17,32,34,4,9,271235594,923726887
20084,2020-09-02,2,10,20,24,31,6,12,281668774,917779486
20085,2020-09-05,3,4,11,15,28,2,3,295847488,817700326
20086,2020-09-07,8,11,15,20,28,4,10,273366854,801056870
20087,2020-09-09,1,4,20,23,29,4,8,285933804,840146319
20088,2020-09-12,2,7,23,26,35,1,12,297982352,868351367
20089,2020-09-14,13,16,20,22,27,1,2,274438340,910070807
20090,2020-09-16,5,6,27,28,29,11,12,280443686,820939645
20091,2020-09-19,12,16,20,23,31,5,12,293820005,863707288
20092,2020-09-21,8,11,17,31,35,7,11,269838213,893054933
20093,2020-09-23,6,14,25,27,28,4,11,279991779,939867946
20094,2020-09-26,4,6,7,8,16,2,8,290322382,986269654
20095,2020-09-28,2,18,25,26,32,2,7,265863829,971831930
20096,2020-09-30,7,8,10,25,28,3,11,282876912,988983176
20097,2020-10-05,5,25,27,30,34,6,12,225919953,963061002
20098,2020-10-07,4,9,15,24,35,4,10,264989928,936316144
20099,2020-10-10,2,3,11,15,27,4,12,301168262,913910111
20100,2020-10-12,4,5,8,22,33,7,10,274948701,936240581
20101,2020-10-14,3,4,5,9,34,7,9,270291174,942455528
20102,2020-10-17,7,11,18,20,29,9,12,290224663,965450649
20103,2020-10-19,7,12,13,19,23,2,8,273609545,929277059
20104,2020-10-21,3,12,23,26,30,4,7,276928873,644732639
20105,2020-10-24,3,8,12,13,22,4,12,301070175,669097276
20106,2020-10-26,2,3,11,14,27,4,10,277207977,676948325
20107,2020-10-28,1,4,13,17,28,3,7,282777346,611359963
20108,2020-10-31,2,3,6,7,33,8,9,304680045,565897074
20109,2020-11-02,2,20,21,23,32,6,12,278965485,616088690
20110,2020-11-04,11,16,20,21,28,5,11,282491639,620860563
20111,2020-11-07,5,7,9,20,28,2,7,305503745,633996339
20112,2020-11-09,8,11,13,30,32,2,6,278836720,670912594
20113,2020-11-11,6,14,18,28,33,2,5,281010096,686105119
20114,2020-11-14,10,12,21,24,30,3,7,311221154,699754234
20115,2020-11-16,1,9,18,19,23,1,9,284014718,663087702
20116,2020-11-18,8,10,12,16,22,3,9,281698423,661279588
20117,2020-11-21,7,19,20,23,24,5,10,295676112,657082925
20118,2020-11-23,1,9,15,30,33,4,9,275653893,691143211
20119,2020-11-25,14,22,24,28,32,7,8,274272049,685541779
20120,2020-11-28,5,25,26,30,35,4,10,301311242,694960351
20121,2020-11-30,9,17,27,28,35,3,8,278202603,658127792
20122,2020-12-02,8,19,29,34,35,6,11,281651508,629576539
20123,2020-12-05,1,7,11,15,21,4,11,304863915,641696961
20124,2020-12-07,11,15,24,26,35,4,5,278064291,671260147
20125,2020-12-09,1,2,3,8,22,1,4,275346986,699959034
20126,2020-12-12,1,4,9,22,28,4,12,298548217,721797952
20127,2020-12-14,1,4,17,18,26,3,10,276778645,723320954
20128,2020-12-16,9,12,13,26,33,4,10,274958597,761816707
20129,2020-12-19,10,22,27,33,34,1,11,299215239,816759358
20130,2020-12-21,16,17,23,26,32,2,12,275873752,788606650
20131,2020-12-23,8,25,27,29,35,2,3,276280604,804095087
20132,2020-12-26,3,15,16,17,21,7,10,305220768,772089653
20133,2020-12-28,11,24,26,33,35,8,9,278817951,802371363
20134,2020-12-30,8,11,13,22,25,4,7,279450044,763061055
21001,2021-01-02,2,6,12,19,33,8,9,301287873,801248468
21002,2021-01-04,2,16,26,31,34,9,11,278003685,825914620
21003,2021-01-06,7,21,28,31,35,4,10,271582391,811003040
21004,2021-01-09,5,10,17,23,28,2,8,287870674,742165174
21005,2021-01-11,3,7,10,12,35,3,5,270292542,782127364
21006,2021-01-13,4,22,25,28,35,4,5,273199546,830578066
21007,2021-01-16,5,23,30,34,35,8,10,290613639,854868061
21008,2021-01-18,5,19,20,27,33,3,8,267627406,821084249
21009,2021-01-20,1,3,20,29,32,5,12,270385175,865327653
21010,2021-01-23,1,5,16,22,34,8,11,292800978,886344174
21011,2021-01-25,6,9,11,14,21,1,3,264730145,903373114
21012,2021-01-27,6,12,20,23,33,1,9,267411208,942151519
21013,2021-01-30,21,27,28,30,34,8,11,293461597,975405452
21014,2021-02-01,7,13,20,27,29,4,9,268530082,997073350
21015,2021-02-03,4,8,17,19,25,1,7,272319625,945589061
21016,2021-02-06,8,9,10,19,34,1,2,311054206,937156414
21017,2021-02-08,17,21,26,29,32,2,7,335358205,961686810
21018,2021-02-20,2,20,23,26,34,5,10,289120482,946984258
21019,2021-02-22,1,12,13,28,29,3,4,268699087,989638020
21020,2021-02-24,7,21,22,30,33,4,6,266285933,986653276
21021,2021-02-27,16,18,29,33,35,9,12,292083963,1011996707
21022,2021-03-01,2,12,22,30,33,2,4,267988268,1060440511
21023,2021-03-03,7,9,13,16,32,2,9,269669045,1090709660
21024,2021-03-06,11,14,21,24,31,2,10,290054173,1099396872
21025,2021-03-08,17,18,23,30,31,10,12,276142896,1148953396
21026,2021-03-10,7,11,20,24,27,1,11,276425219,1173541384
21027,2021-03-13,9,21,22,26,30,4,12,300185659,1137674692
21028,2021-03-15,2,3,5,17,29,4,10,290397846,1148168180
21029,2021-03-17,2,6,10,32,33,4,7,291997028,1184579107
21030,2021-03-20,18,23,25,26,32,2,7,310047645,1159086523
21031,2021-03-22,1,4,19,20,34,3,5,291035602,1003234237
21032,2021-03-24,1,11,14,34,35,7,10,294833370,1024512097
21033,2021-03-27,1,3,5,30,32,1,5,315951286,1022165135
21034,2021-03-29,8,10,14,25,34,7,8,287989728,1088179029
21035,2021-03-31,5,11,16,30,32,3,4,282083604,1087964692
21036,2021-04-03,8,17,25,28,33,7,11,293009078,1070761233
21037,2021-04-05,10,21,27,29,33,4,12,265069172,1031553232
21038,2021-04-07,9,11,20,29,32,1,7,279043760,915135532
21039,2021-04-10,4,12,14,21,35,2,11,392788008,909367813
21040,2021-04-12,2,3,9,16,19,3,7,359580080,870795060
21041,2021-04-14,2,5,9,11,32,4,9,359992265,825740751
21042,2021-04-17,9,15,20,23,29,4,5,393684367,871261628
21043,2021-04-19,7,12,17,19,34,1,10,360667332,782390745
21044,2021-04-21,6,18,31,33,35,10,11,363597797,748920583
21045,2021-04-24,1,4,6,11,19,7,9,393747066,786177311
21046,2021-04-26,6,8,12,14,18,6,8,359217248,748366613
21047,2021-04-28,1,6,9,25,33,4,8,361812479,812065710
21048,2021-05-01,4,7,17,21,27,10,12,361695321,743586048
21049,2021-05-03,1,10,22,23,25,2,12,318983261,804858111
21050,2021-05-05,9,22,32,33,35,5,10,332629347,776495378
21051,2021-05-08,1,4,14,16,19,3,4,378483472,758421416
21052,2021-05-10,2,11,13,14,30,9,12,346174575,786688797
21053,2021-05-12,3,6,15,17,35,7,11,352261603,804585433
21054,2021-05-15,3,6,17,20,25,3,9,372706677,830717939
21055,2021-05-17,3,6,10,11,24,10,11,340947213,832841055
21056,2021-05-19,3,11,16,21,26,9,10,339616577,789092340
21057,2021-05-22,5,7,19,20,28,5,7,364226316,527921742
21058,2021-05-24,13,15,17,23,34,1,11,341604964,584612592
21059,2021-05-26,4,16,27,28,35,2,9,310375326,542212081
21060,2021-05-29,9,13,25,31,33,3,7,328214576,509405221
21061,2021-05-31,15,19,20,26,32,4,7,304392970,502877804
21062,2021-06-02,4,6,23,32,34,5,7,302275847,525343538
21063,2021-06-05,5,9,14,29,30,9,11,320996162,500754392
21064,2021-06-07,1,17,19,32,34,6,10,294413689,546378197
21065,2021-06-09,23,25,30,31,35,7,8,297780859,539311034
21066,2021-06-12,24,26,29,34,35,9,11,311082841,506581579
21067,2021-06-14,1,4,22,23,34,8,9,281023856,558289398
21068,2021-06-16,2,20,21,26,30,2,10,291893269,527817203
21069,2021-06-19,1,3,24,32,33,4,6,314771219,554239484
21070,2021-06-21,3,20,21,22,24,6,12,289443325,612658366
21071,2021-06-23,8,11,16,29,35,1,4,285731730,596211840
21072,2021-06-26,2,3,15,22,26,3,11,303912550,627008381
21073,2021-06-28,8,12,14,20,24,6,10,280274335,657298888
21074,2021-06-30,11,14,18,20,25,3,7,289189592,700603889
21075,2021-07-03,6,14,15,17,20,1,5,306666791,752135503
21076,2021-07-05,6,13,22,25,26,2,4,281760059,775457206
21077,2021-07-07,2,6,9,21,25,6,8,279629097,789285714
21078,2021-07-10,2,8,17,19,25,1,5,302960803,821042099
21079,2021-07-12,6,14,19,26,33,8,11,279520279,802121551
21080,2021-07-14,15,16,20,29,30,6,10,276105107,767631448
21081,2021-07-17,5,13,24,29,35,7,8,301662622,807325944
21082,2021-07-19,1,14,22,29,33,3,10,278896069,747230176
21083,2021-07-21,7,9,11,26,35,1,8,272635093,759158453
21084,2021-07-24,2,10,14,30,33,6,9,290591822,763493932
