issue,date,r1,r2,r3,r4,r5,b1,b2,sales,pool
13007,2013-01-16,14,29,32,33,34,3,6,93622278,116585204
13008,2013-01-19,2,7,25,29,34,3,6,103090366,124053473
13009,2013-01-21,10,17,19,27,29,5,12,92051355,100586068
13010,2013-01-23,9,15,17,18,29,9,11,93053917,117031592
13011,2013-01-26,1,2,8,15,23,6,9,103189764,116673757
13012,2013-01-28,1,14,31,32,34,2,11,90273475,135535963
13013,2013-01-30,13,15,29,30,35,1,11,91878143,146150128
13014,2013-02-02,5,8,25,29,31,2,4,102516364,154624839
13015,2013-02-04,14,15,26,32,33,1,11,90554838,152902085
13016,2013-02-06,5,15,19,27,32,8,9,93354624,170130710
13017,2013-02-16,11,14,22,29,34,5,11,92868182,0
13018,2013-02-18,20,23,31,33,34,3,9,72887266,11738506
13019,2013-02-20,6,12,17,29,30,7,11,78774727,18419704
13020,2013-02-23,6,11,20,31,32,5,9,90505561,30797768
13021,2013-02-25,23,24,28,30,33,1,11,84584535,43329822
13022,2013-02-27,3,4,13,17,23,3,8,86402223,53204819
13023,2013-03-02,5,19,24,26,35,5,7,93617454,68857932
13024,2013-03-04,9,12,14,18,24,1,4,88302567,84966486
13025,2013-03-06,3,23,25,26,28,10,12,89233230,95037003
13026,2013-03-09,2,10,16,30,33,5,6,96984428,86999987
13027,2013-03-11,3,12,14,24,35,3,8,88478779,99217311
13028,2013-03-13,13,19,28,30,34,8,12,90226179,117290371
13029,2013-03-16,5,7,17,25,26,4,10,100525965,124168043
13030,2013-03-18,3,5,9,10,28,5,7,92399963,142906622
13031,2013-03-20,12,17,18,26,32,10,11,92857755,152903939
13032,2013-03-23,12,27,28,33,35,1,8,101795038,159896906
13033,2013-03-25,12,18,22,28,31,1,11,94424531,183084465
13034,2013-03-27,1,3,11,19,29,4,8,98117695,175024647
13035,2013-03-30,5,14,28,32,34,7,8,105886815,157137514
13036,2013-04-01,8,12,32,33,35,3,5,94764559,158595131
13037,2013-04-03,2,26,31,32,34,6,8,93728141,159171880
13038,2013-04-06,1,19,24,25,26,7,9,103728759,180313811
13039,2013-04-08,6,23,30,33,35,7,10,96554089,192846712
13040,2013-04-10,16,17,22,26,35,3,10,98544111,205633582
13041,2013-04-13,3,13,14,15,34,5,8,108882630,198017788
13042,2013-04-15,2,6,22,23,33,1,6,98411504,200479790
13043,2013-04-17,7,13,25,34,35,7,9,100358246,192316919
13044,2013-04-20,7,11,13,18,28,5,10,108144031,192471304
13045,2013-04-22,8,11,12,21,25,2,7,98754178,186295531
13046,2013-04-24,15,16,19,25,32,5,11,98130483,207466383
13047,2013-04-27,12,20,28,30,35,3,11,108924465,228283036
13048,2013-04-29,10,11,23,32,33,1,4,93439302,180774662
13049,2013-05-01,18,22,25,31,32,4,6,90270660,185855837
13050,2013-05-04,14,22,30,32,33,7,8,108845242,183101262
13051,2013-05-06,5,8,15,18,33,7,8,101017433,189058365
13052,2013-05-08,1,2,10,29,31,1,10,99005450,166304395
13053,2013-05-11,13,31,33,34,35,5,7,107125902,123304395
13054,2013-05-13,5,8,21,30,32,1,8,97491675,114882950
13055,2013-05-15,4,5,22,23,24,3,9,97894933,107162071
13056,2013-05-18,11,22,30,32,35,3,4,106923534,106703983
13057,2013-05-20,7,15,27,33,35,7,10,95419334,123030080
13058,2013-05-22,20,21,27,31,35,7,11,97868322,125968561
13059,2013-05-25,3,8,11,24,27,7,12,107444050,148773878
13060,2013-05-27,15,25,26,32,35,5,10,97754407,116219946
13061,2013-05-29,1,14,18,21,32,5,10,104825840,142690976
13062,2013-06-01,1,5,8,9,12,9,12,123085059,133663835
13063,2013-06-03,3,5,11,27,28,5,6,108064818,146067573
13064,2013-06-05,21,24,26,28,32,1,3,109225079,159171307
13065,2013-06-08,9,28,31,34,35,2,9,123733625,164666357
13066,2013-06-10,6,7,13,33,34,2,11,108172336,173469085
13067,2013-06-12,2,3,5,8,29,10,12,105168115,168117873
13068,2013-06-15,10,17,27,34,35,5,7,123220775,151050094
13069,2013-06-17,6,12,13,16,30,7,12,112197585,165804899
13070,2013-06-19,9,12,18,21,29,1,8,113538678,172138704
13071,2013-06-22,13,19,26,27,28,3,11,129186697,170320645
13072,2013-06-24,12,27,28,33,35,3,5,115290338,131224965
13073,2013-06-26,3,5,23,27,31,2,6,116689022,124925587
13074,2013-06-29,6,14,20,24,32,1,7,124113767,112228527
13075,2013-07-01,1,11,13,19,35,7,8,111388586,111311262
13076,2013-07-03,13,15,16,26,27,9,10,110287003,106302568
13077,2013-07-06,24,26,30,32,35,6,12,121705850,103028044
13078,2013-07-08,2,7,23,31,33,2,8,110464206,104883662
13079,2013-07-10,9,10,17,21,34,1,7,111146788,106225828
13080,2013-07-13,6,21,23,27,31,4,6,121739755,132673164
13081,2013-07-15,7,9,15,17,23,2,7,115556938,150300415
13082,2013-07-17,3,9,25,26,33,3,12,112633760,171994313
13083,2013-07-20,26,29,30,32,35,4,10,123762556,86994313
13084,2013-07-22,8,22,26,29,35,1,5,109893917,105974540
13085,2013-07-24,8,19,23,27,32,3,5,109057485,98643241
13086,2013-07-27,9,16,26,29,31,6,9,118005920,28968747
13087,2013-07-29,9,12,22,32,34,2,4,102329273,42617129
13088,2013-07-31,3,5,8,33,35,1,3,101099585,0
13089,2013-08-03,6,7,23,24,29,4,11,103107680,2846241
13090,2013-08-05,2,26,30,31,33,11,12,93663331,5263955
13091,2013-08-07,4,9,28,34,35,2,8,94094638,0
13092,2013-08-10,7,10,21,27,33,3,9,100655848,0
13093,2013-08-12,1,5,17,18,26,5,7,91058614,0
13094,2013-08-14,3,28,33,34,35,6,9,89359971,0
13095,2013-08-17,3,17,28,30,33,1,10,85079922,642661
13096,2013-08-19,17,19,20,22,26,6,8,82602563,19111160
13097,2013-08-21,7,8,13,17,32,3,8,87209004,28216869
13098,2013-08-24,2,6,16,29,34,10,11,96508845,35352220
13099,2013-08-26,4,11,28,30,33,5,12,90552001,12009973
13100,2013-08-28,9,12,24,26,30,5,9,91302467,6402825
13101,2013-08-31,4,9,13,15,32,2,9,99608666,14743158
13102,2013-09-02,6,12,15,19,26,2,11,90509576,36350423
13103,2013-09-04,5,8,13,16,31,3,9,94510010,37443844
13104,2013-09-07,2,5,11,27,29,1,11,103746815,61624635
13105,2013-09-09,7,13,27,30,34,1,12,95015234,73054761
13106,2013-09-11,6,7,12,13,27,3,12,96682691,88399110
13107,2013-09-14,7,13,14,18,25,5,12,103336022,111070403
13108,2013-09-16,5,10,13,15,18,2,11,98043296,134193271
13109,2013-09-18,13,20,26,29,32,2,6,99337442,145869127
13110,2013-09-21,7,16,18,32,33,2,7,110067240,149035335
13111,2013-09-23,7,12,13,20,27,1,3,102613684,151209447
13112,2013-09-25,2,10,20,22,29,5,12,102958306,164634801
13113,2013-09-28,19,21,23,28,30,8,12,114354307,154688007
13114,2013-09-30,6,17,21,23,33,1,9,101049414,135253881
13115,2013-10-02,5,16,29,32,34,4,11,90887232,87253881
13116,2013-10-05,13,22,23,30,33,9,11,106157155,97540922
13117,2013-10-07,5,16,23,25,33,7,12,94444889,112954194
13118,2013-10-09,4,6,11,20,31,1,5,102403342,124989788
13119,2013-10-12,1,2,16,23,35,1,11,114833494,144276439
13120,2013-10-14,6,14,15,22,26,3,11,103379902,167252806
13121,2013-10-16,3,18,19,20,24,3,12,107502799,167954219
13122,2013-10-19,15,17,20,24,35,4,12,114607447,183742526
13123,2013-10-21,2,9,10,33,34,5,12,106562135,201386997
13124,2013-10-23,5,7,18,21,32,10,11,110782997,207891533
13125,2013-10-26,4,8,14,23,28,4,8,119978991,178104632
13126,2013-10-28,9,10,15,18,30,3,6,109378334,172845865
13127,2013-10-30,3,14,16,19,32,5,10,110020727,165583037
13128,2013-11-02,11,13,27,33,35,1,2,120450087,113183371
13129,2013-11-04,11,23,29,30,33,1,4,108505512,103338276
13130,2013-11-06,8,9,15,19,30,6,9,109732548,95469948
13131,2013-11-09,12,15,29,30,31,4,12,117449499,116854488
13132,2013-11-11,23,26,28,31,34,2,10,106761393,105675073
13133,2013-11-13,2,8,10,16,17,9,12,109127259,122965280
13134,2013-11-16,2,13,19,23,32,2,9,117471260,148480349
13135,2013-11-18,4,13,19,25,26,7,12,107973516,171612098
13136,2013-11-20,5,11,15,25,28,5,11,111309765,154167079
13137,2013-11-23,4,12,32,33,34,6,8,122455002,152139878
13138,2013-11-25,3,8,13,17,24,7,9,109150434,81149879
13139,2013-11-27,5,6,18,20,31,6,7,108440465,82963265
13140,2013-11-30,1,12,17,26,28,1,6,116980853,91556766
13141,2013-12-02,5,15,18,25,31,8,10,107596104,111701804
13142,2013-12-04,6,11,25,28,29,4,12,111067962,115535221
13143,2013-12-07,3,8,14,21,31,6,8,121306535,118184260
13144,2013-12-09,3,20,21,23,35,2,8,110147338,128088241
13145,2013-12-11,2,13,15,18,20,2,11,110223270,153157780
13146,2013-12-14,6,7,15,25,31,1,9,120844765,168244721
13147,2013-12-16,3,9,22,24,25,5,9,106840083,171377233
13148,2013-12-18,2,5,9,29,32,3,7,110251832,177610569
13149,2013-12-21,6,7,8,9,13,5,7,121299463,180873480
13150,2013-12-23,6,7,14,18,22,8,11,110252541,195421794
13151,2013-12-25,2,13,21,27,30,3,4,115202750,218469468
13152,2013-12-28,9,12,14,18,19,3,9,129948961,208662004
13153,2013-12-30,4,5,16,17,30,3,9,120218297,235568607
14001,2014-01-01,5,13,20,23,29,8,11,120984608,245814203
14002,2014-01-04,1,12,21,24,29,1,7,134448795,265231194
14003,2014-01-06,7,11,13,21,33,5,6,121231014,262749156
14004,2014-01-08,7,10,19,27,28,9,12,121043337,259377488
14005,2014-01-11,15,17,18,29,33,4,8,132360353,251264064
14006,2014-01-13,1,4,7,16,35,6,8,119059472,279505469
14007,2014-01-15,8,11,14,21,32,3,11,123439275,263085157
14008,2014-01-18,11,13,20,28,35,1,5,137668320,282150599
14009,2014-01-20,10,18,25,29,33,7,8,123676782,277824746
14010,2014-01-22,5,10,20,26,27,1,3,126731854,289164215
14011,2014-01-25,4,6,14,24,35,7,12,138131180,305399026
14012,2014-01-27,9,20,21,23,29,5,7,126548654,308985857
14013,2014-01-29,10,11,13,22,28,4,12,137312298,324041671
14014,2014-02-08,1,9,11,27,29,3,11,130439909,325125162
14015,2014-02-10,4,6,18,20,30,5,7,118668684,336487176
14016,2014-02-12,4,6,13,24,34,4,9,123079546,312409622
14017,2014-02-15,5,10,11,23,34,1,10,136657269,295873500
14018,2014-02-17,8,9,12,28,34,2,12,121704224,317846981
14019,2014-02-19,7,12,22,29,32,11,12,127761746,316455971
14020,2014-02-22,1,14,17,30,35,6,7,142178440,322855712
14021,2014-02-24,6,10,17,23,24,3,9,128569953,309059701
14022,2014-02-26,3,6,10,16,25,10,11,130079120,325669431
14023,2014-03-01,4,13,15,29,33,5,9,141829576,306189144
14024,2014-03-03,7,11,15,31,32,6,11,129953991,297992483
14025,2014-03-05,19,20,27,32,34,6,8,128550281,292317488
14026,2014-03-08,5,10,12,15,26,4,8,139988871,318035173
14027,2014-03-10,9,10,24,28,29,10,12,129519796,313884979
14028,2014-03-12,3,10,20,25,30,10,12,129511240,323066741
14029,2014-03-15,3,21,22,23,35,5,9,143829382,302523173
14030,2014-03-17,3,14,18,29,35,11,12,128331774,299990119
14031,2014-03-19,6,15,27,32,33,3,4,124711221,298257838
14032,2014-03-22,2,5,6,9,31,2,9,139487493,313118209
14033,2014-03-24,1,7,8,28,29,4,8,126213215,313921770
14034,2014-03-26,3,11,14,27,32,5,7,126684339,294040655
14035,2014-03-29,9,12,14,28,29,3,10,138292718,291041522
14036,2014-03-31,1,2,12,17,29,3,8,124665987,293099517
14037,2014-04-02,3,4,8,19,34,2,4,124476686,294858966
14038,2014-04-05,7,8,12,20,32,3,5,130841888,290675013
14039,2014-04-07,2,5,11,15,20,8,11,122285750,316737418
14040,2014-04-09,12,15,21,30,33,2,8,127871621,320311147
14041,2014-04-12,5,7,11,15,18,5,12,139292056,325477040
14042,2014-04-14,16,21,25,27,35,6,11,126547122,319726297
14043,2014-04-16,1,11,23,29,30,1,12,126802014,347321907
14044,2014-04-19,22,23,25,27,35,3,11,136866302,358093528
14045,2014-04-21,6,10,12,16,30,2,11,124470129,376989546
14046,2014-04-23,3,15,18,21,26,1,6,127230354,387964150
14047,2014-04-26,6,17,18,30,34,6,12,139568509,404566567
14048,2014-04-28,1,2,5,15,35,1,11,132476146,410032886
14049,2014-04-30,3,15,17,22,31,3,5,129357113,427750617
14050,2014-05-03,10,18,27,28,35,1,6,143454855,449771795
14051,2014-05-05,1,7,11,29,30,3,11,141385481,426593556
14052,2014-05-07,14,19,21,24,30,2,7,148553518,448239242
14053,2014-05-10,2,11,17,27,30,3,4,163362645,465963587
14054,2014-05-12,2,3,20,25,34,1,12,150534284,479762955
14055,2014-05-14,4,23,26,27,35,10,11,151250601,497660787
14056,2014-05-17,12,18,28,29,35,7,8,170156653,518055775
14057,2014-05-19,8,10,20,27,33,1,9,158049101,513584094
14058,2014-05-21,9,15,22,24,26,2,7,156588831,514062616
14059,2014-05-24,7,15,17,25,29,4,11,172487834,499050363
14060,2014-05-26,12,22,29,30,34,5,11,155476267,508335617
14061,2014-05-28,4,11,17,20,29,6,10,157379650,530528894
14062,2014-05-31,4,7,17,24,25,2,4,171910477,576508734
14063,2014-06-02,11,17,21,23,34,3,4,149422759,603289864
14064,2014-06-04,8,15,33,34,35,1,8,175438349,605400258
14065,2014-06-07,7,12,19,31,33,7,12,189856995,593113888
14066,2014-06-09,8,14,16,20,31,3,11,171159701,609851883
14067,2014-06-11,3,18,23,24,31,3,7,169829052,642565242
14068,2014-06-14,5,15,24,29,35,5,6,183812242,648506595
14069,2014-06-16,16,22,27,29,31,2,9,165688178,658384418
14070,2014-06-18,1,2,7,10,32,4,12,167714687,669821040
14071,2014-06-21,4,14,15,22,23,1,7,185954083,696804568
14072,2014-06-23,17,19,22,24,30,2,9,168821103,727466021
14073,2014-06-25,4,5,7,13,35,5,6,179054580,729295547
14074,2014-06-28,6,11,22,27,30,5,11,198134948,750501664
14075,2014-06-30,5,7,29,32,35,4,10,179024552,729191341
14076,2014-07-02,5,10,19,31,32,9,10,178230857,760644298
14077,2014-07-05,9,16,26,31,32,1,5,192620156,765404764
14078,2014-07-07,10,15,16,22,28,4,5,173079920,778417883
14079,2014-07-09,9,10,20,31,32,6,10,173530979,783615300
14080,2014-07-12,17,20,23,25,27,3,10,193958265,792428610
14081,2014-07-14,3,5,8,10,25,9,12,175722160,830154471
14082,2014-07-16,1,8,18,23,25,8,12,181943644,872216864
14083,2014-07-19,18,20,24,33,35,5,10,203993360,892251472
14084,2014-07-21,2,7,9,11,28,5,9,181205445,875765643
14085,2014-07-23,6,12,13,25,29,11,12,178919759,879455090
14086,2014-07-26,6,8,27,29,35,3,9,201555668,886731623
14087,2014-07-28,4,7,31,33,35,9,10,174787404,916892029
14088,2014-07-30,7,13,20,25,26,8,11,183837153,929910085
14089,2014-08-02,2,8,12,29,30,7,12,206285308,897430770
14090,2014-08-04,2,3,20,23,28,6,8,176916628,439724222
14091,2014-08-06,10,16,18,29,32,2,7,171622227,466511258
14092,2014-08-09,2,18,27,30,32,5,11,185657187,498422452
14093,2014-08-11,3,8,30,32,34,9,11,166087704,538115272
14094,2014-08-13,13,14,24,25,34,4,7,168617295,510765155
14095,2014-08-16,6,22,30,31,34,5,6,186569328,508319326
14096,2014-08-18,3,7,21,23,31,5,10,167970220,476575124
14097,2014-08-20,3,15,20,21,23,7,9,169611153,508112843
14098,2014-08-23,16,18,22,25,35,3,10,184527907,529856031
14099,2014-08-25,15,21,22,23,33,1,7,163978997,541306441
14100,2014-08-27,2,4,8,12,35,1,7,162499795,559791030
14101,2014-08-30,9,10,12,17,28,3,11,174450095,595465040
14102,2014-09-01,1,7,14,19,20,3,12,160748402,596966907
14103,2014-09-03,14,20,23,25,26,10,12,159163558,626567022
14104,2014-09-06,7,13,14,28,32,4,11,176198779,621617813
14105,2014-09-08,4,10,26,29,32,4,8,150824984,634577614
14106,2014-09-10,5,9,11,20,22,5,11,162710870,657364184
14107,2014-09-13,5,13,14,21,34,8,10,181325383,691019481
14108,2014-09-15,1,2,13,23,35,9,12,159408053,709422417
14109,2014-09-17,15,18,20,21,23,1,2,160457788,707079547
14110,2014-09-20,9,18,19,22,24,8,11,176071215,729018439
14111,2014-09-22,11,16,18,20,29,3,4,159305669,766059220
14112,2014-09-24,3,5,14,18,32,2,10,161645347,778946120
14113,2014-09-27,2,13,17,19,23,1,6,177747229,770352154
14114,2014-09-29,3,16,24,30,33,5,8,162818645,759165112
14115,2014-10-01,1,5,26,29,30,2,10,149573879,770028734
14116,2014-10-04,6,13,15,24,27,4,5,165743086,797914592
14117,2014-10-06,3,14,17,18,33,6,9,158204520,806936584
14118,2014-10-08,2,3,23,24,26,5,11,177771292,848491203
14119,2014-10-11,4,8,9,13,18,8,12,199847525,876616071
14120,2014-10-13,1,4,6,18,33,5,11,177861722,901617720
14121,2014-10-15,13,16,18,22,32,8,10,189841132,903584105
14122,2014-10-18,3,10,25,26,35,1,7,210987138,922321109
14123,2014-10-20,1,9,12,22,25,2,9,185788357,926243050
14124,2014-10-22,1,3,28,29,35,8,12,188069407,926501357
14125,2014-10-25,12,15,19,23,31,4,10,209429406,941910615
14126,2014-10-27,2,9,22,30,34,9,10,188290135,973284763
14127,2014-10-29,2,4,6,15,19,2,11,191283997,980248197
14128,2014-11-01,2,4,16,22,34,8,11,213457949,1012105455
14129,2014-11-03,7,22,28,30,32,5,6,203647528,1043803747
14130,2014-11-05,2,18,31,32,33,5,7,204087496,1047946346
14131,2014-11-08,3,16,19,23,27,3,7,229525923,1070373608
14132,2014-11-10,1,3,4,19,32,1,7,207042551,1103993932
14133,2014-11-12,2,8,12,14,18,4,12,210539527,1125548895
14134,2014-11-15,2,5,7,11,32,9,12,231332680,1157903994
14135,2014-11-17,20,26,28,30,35,9,12,207091316,1191956659
14136,2014-11-19,4,18,20,34,35,7,11,210035293,1154305279
14137,2014-11-22,2,11,16,22,34,2,5,228889406,1178643374
14138,2014-11-24,1,7,29,32,34,9,12,204150642,1185612824
14139,2014-11-26,3,5,7,15,34,1,10,206237565,1200995750
14140,2014-11-29,1,19,20,25,34,7,12,228862423,1251566141
14141,2014-12-01,4,17,20,26,29,5,8,201721661,1244535901
14142,2014-12-03,18,21,25,28,30,4,6,200197897,1213685929
14143,2014-12-06,1,11,14,18,25,6,10,223887126,1241070437
14144,2014-12-08,1,21,24,25,35,4,11,199169295,1290463839
14145,2014-12-10,15,19,22,24,26,10,11,200399143,1321185915
14146,2014-12-13,2,16,23,24,28,10,11,254595224,1361277737
14147,2014-12-15,5,9,14,26,34,2,9,203455020,1324845582
14148,2014-12-17,3,9,10,11,20,7,9,199263390,1326828262
14149,2014-12-20,2,13,19,26,35,1,5,223525491,1234346541
14150,2014-12-22,19,21,30,33,35,5,7,199620079,1211404301
14151,2014-12-24,3,8,26,31,32,8,12,200426121,1192625943
14152,2014-12-27,5,12,18,24,33,1,5,220548247,1211422140
14153,2014-12-29,1,8,13,24,32,5,10,197278961,1212140454
14154,2014-12-31,5,12,17,23,28,2,9,206102484,1135404076
15001,2015-01-03,8,9,19,27,30,6,7,216525466,1084864825
15002,2015-01-05,3,14,20,26,32,6,10,194417743,1092064321
15003,2015-01-07,12,19,27,28,34,1,12,192816707,1058932056
15004,2015-01-10,3,12,14,18,28,5,6,211045780,1063303937
15005,2015-01-12,11,14,15,18,19,7,8,187061405,1056022676
15006,2015-01-14,6,8,30,32,33,3,7,187375191,1061791325
15007,2015-01-17,2,7,8,14,31,4,8,207134099,1084804698
15008,2015-01-19,7,10,11,15,17,3,10,187348140,838917495
15009,2015-01-21,17,22,26,27,33,6,10,188166127,885966276
15010,2015-01-24,2,6,17,30,35,2,7,208415367,922553782
15011,2015-01-26,4,13,22,25,30,1,6,181219178,867227273
15012,2015-01-28,3,4,6,11,31,5,9,175210148,877629027
15013,2015-01-31,11,15,25,28,35,7,10,197604688,922796421
15014,2015-02-02,8,16,25,29,35,3,10,181227543,934144755
15015,2015-02-04,1,5,13,17,32,4,11,181763862,901055602
15016,2015-02-07,6,7,16,20,34,9,11,208262620,949403008
15017,2015-02-09,7,13,16,17,29,1,7,178974941,980636543
15018,2015-02-11,4,7,10,23,31,3,7,183587012,1013044052
15019,2015-02-14,2,8,16,22,24,1,3,202001607,1056985003
15020,2015-02-16,11,26,28,29,32,1,4,179938437,975106845
15021,2015-02-25,22,23,24,26,31,5,6,154390777,1011148456
15022,2015-02-28,9,11,14,15,26,11,12,175842569,1052353522
15023,2015-03-02,6,9,11,12,22,3,11,145197189,1075234387
15024,2015-03-04,2,6,8,16,34,3,4,145281488,1110363550
15025,2015-03-07,7,10,20,22,27,10,11,165356211,1127093621
15026,2015-03-09,11,13,14,15,22,2,8,148668212,1108175348
15027,2015-03-11,5,21,22,25,28,3,10,152329023,1132469279
15028,2015-03-14,3,9,28,32,33,9,10,168916049,1125436730
15029,2015-03-16,7,10,19,30,35,3,5,156821118,1156201713
15030,2015-03-18,9,18,19,26,31,2,5,155910978,1177191244
15031,2015-03-21,7,21,29,32,33,4,12,174951434,1185204347
15032,2015-03-23,6,21,25,27,30,7,11,154307257,1196045799
15033,2015-03-25,3,17,22,26,28,3,7,157398348,1226652726
15034,2015-03-28,4,8,15,18,26,5,9,177041373,1218836194
15035,2015-03-30,22,24,29,30,35,1,10,158651414,1230022010
15036,2015-04-01,14,18,20,23,24,4,8,154432386,1251569256
15037,2015-04-04,10,16,21,28,31,7,8,166837072,1266667677
15038,2015-04-06,12,19,22,31,35,7,8,144104641,1275685338
15039,2015-04-08,3,6,7,16,25,1,6,156374573,1310555606
15040,2015-04-11,2,9,10,23,35,9,12,174893028,1338069698
15041,2015-04-13,1,11,21,23,28,1,10,157324325,1189775444
15042,2015-04-15,3,7,12,17,24,2,11,160724766,1178648370
15043,2015-04-18,2,20,22,25,29,2,7,179164202,1201450734
15044,2015-04-20,16,18,27,31,33,1,3,160136919,1236933448
15045,2015-04-22,8,9,22,29,30,8,12,163552645,1236261155
15046,2015-04-25,5,7,10,22,26,4,10,176335782,1197238200
15047,2015-04-27,1,2,17,23,31,5,12,161867018,1209162913
15048,2015-04-29,10,11,22,24,33,2,9,160313095,1201607522
15049,2015-05-02,8,9,11,15,22,8,10,167521507,1215002201
15050,2015-05-04,6,7,10,20,28,2,7,161208064,1214317771
15051,2015-05-06,1,2,11,16,21,1,5,185896288,1237114602
15052,2015-05-09,13,19,24,27,29,7,8,196811203,1265334320
15053,2015-05-11,8,25,28,29,32,4,7,172582965,1268085740
15054,2015-05-13,2,9,15,24,34,3,9,184055388,1245292482
15055,2015-05-16,6,11,14,20,30,5,10,193677838,1210286220
15056,2015-05-18,6,12,19,26,35,3,10,175035185,1203143440
15057,2015-05-20,1,5,7,14,26,4,6,178811732,1239297755
15058,2015-05-23,10,14,20,27,30,7,12,191940346,1272415378
15059,2015-05-25,7,9,19,23,32,1,3,171661517,1297185227
15060,2015-05-27,16,24,25,26,33,4,11,177925335,1281829945
15061,2015-05-30,6,7,8,16,22,2,10,188282124,1275356607
15062,2015-06-01,6,7,13,14,15,1,4,167993435,1309316213
15063,2015-06-03,1,4,6,34,35,2,4,173199270,1355424220
15064,2015-06-06,2,8,20,28,31,7,10,186654146,1358857647
15065,2015-06-08,4,5,7,13,35,8,11,168372417,1371749617
15066,2015-06-10,1,3,7,13,29,2,10,174501895,1407746553
15067,2015-06-13,4,10,18,24,27,4,11,188803797,1393017834
15068,2015-06-15,2,3,20,31,35,4,8,169586611,1402288984
15069,2015-06-17,2,9,11,22,25,1,7,169115808,1381432966
15070,2015-06-20,3,9,12,17,18,4,12,182602893,1414660916
15071,2015-06-22,4,6,13,16,34,4,10,163767077,1431495361
15072,2015-06-24,19,20,21,31,33,9,10,171587332,1329421453
15073,2015-06-27,9,26,27,30,34,1,6,179205990,1328502863
15074,2015-06-29,1,12,21,27,33,4,9,160608454,1369791223
15075,2015-07-01,13,14,26,27,33,10,12,160238358,1400549959
15076,2015-07-04,3,19,21,31,34,5,12,177379432,1407154321
15077,2015-07-06,1,16,17,22,28,2,9,157870045,1410707518
15078,2015-07-08,19,24,26,28,33,1,2,161483265,1439120707
15079,2015-07-11,1,9,17,23,24,4,5,171422165,1449582407
15080,2015-07-13,14,20,29,30,32,3,8,153920898,1350821094
15081,2015-07-15,3,4,10,13,17,5,9,156405464,1354908004
15082,2015-07-18,8,15,28,31,33,3,6,171399172,1386721781
15083,2015-07-20,14,16,19,25,29,10,12,155306617,1413999921
15084,2015-07-22,10,20,21,32,34,6,7,156104489,1426556903
15085,2015-07-25,2,3,4,6,16,3,12,170011903,1461889590
15086,2015-07-27,5,9,11,15,32,4,9,150984971,1464467337
15087,2015-07-29,2,5,15,17,22,1,11,155740439,1470621295
15088,2015-08-01,5,15,28,31,34,11,12,169930972,1483412687
15089,2015-08-03,5,12,18,20,27,10,12,150454358,1518071721
15090,2015-08-05,6,9,11,17,21,6,8,155099232,1512866237
15091,2015-08-08,2,7,28,29,30,3,7,169440511,1443881668
15092,2015-08-10,2,14,21,27,34,5,8,152197701,1451533975
15093,2015-08-12,16,17,25,26,27,2,4,156928961,1451063553
15094,2015-08-15,2,3,10,11,29,3,7,173594229,1435245222
15095,2015-08-17,8,14,26,34,35,5,10,154621807,1440739717
15096,2015-08-19,3,9,12,18,21,2,6,160650698,1435883288
15097,2015-08-22,4,16,17,26,27,1,4,177707072,1385860648
15098,2015-08-24,9,14,21,27,33,6,9,158809204,1376083288
15099,2015-08-26,9,12,14,22,25,5,10,163494555,1401717848
15100,2015-08-29,9,15,18,23,32,5,7,178385394,1439790281
15101,2015-08-31,6,12,17,18,32,7,12,158243139,1449994950
15102,2015-09-02,11,14,15,33,34,3,12,162086829,1459255310
15103,2015-09-05,7,9,15,25,34,4,10,171173990,1455105281
15104,2015-09-07,16,19,25,30,34,4,9,160775788,1456310407
15105,2015-09-09,8,9,15,21,27,5,9,158749270,1420929062
15106,2015-09-12,2,11,13,22,30,2,3,177777720,1430870722
15107,2015-09-14,3,23,25,28,29,6,7,156081037,1433360911
15108,2015-09-16,1,13,16,26,31,7,12,161998296,1462391575
15109,2015-09-19,1,6,11,22,31,3,12,175266499,1495720964
15110,2015-09-21,2,7,10,22,30,7,11,156934105,1495014019
15111,2015-09-23,7,8,16,24,28,3,10,155902332,1508880896
15112,2015-09-26,4,5,15,19,28,4,11,173737414,1466183380
15113,2015-09-28,1,14,21,29,33,2,10,155983901,1491364543
15114,2015-09-30,9,18,24,31,34,2,10,153812339,1512320825
15115,2015-10-03,8,12,13,14,16,3,9,156838517,1524904832
15116,2015-10-05,7,10,19,24,33,3,7,140096862,1546620811
15117,2015-10-07,6,17,20,30,33,10,11,150716634,1571949674
15118,2015-10-10,3,7,20,24,31,4,9,179404233,1598506448
15119,2015-10-12,1,8,12,16,21,6,11,161118237,1612482645
15120,2015-10-14,1,9,15,24,32,5,10,163693770,1542943366
15121,2015-10-17,2,4,17,27,28,4,6,183528820,1574025843
15122,2015-10-19,11,13,15,26,35,6,11,163688001,1598150469
15123,2015-10-21,4,15,27,29,30,2,10,162261394,1617571033
15124,2015-10-24,4,6,12,31,32,3,6,178740598,1644462021
15125,2015-10-26,2,3,15,17,28,8,10,161220270,1676808840
15126,2015-10-28,4,5,8,9,21,3,6,167281836,1688575292
15127,2015-10-31,9,11,14,19,30,3,8,177658247,1707307787
15128,2015-11-02,10,12,23,30,32,3,4,163647991,1745843042
15129,2015-11-04,1,6,23,25,29,3,9,168098239,1787749312
15130,2015-11-07,17,25,31,32,34,2,12,180690724,1829288227
15131,2015-11-09,11,17,19,20,27,2,3,165318307,1859845621
